	HCA1	HCA2	HCA3	HCA4	HCA5	HCA6	HCA7	HCA8	HCA9	HCA10	HCA11	HCA12	HCA13	HCA14	HCA15	HCA16	HCA17	HCA18	HCA19	HCA20	HCA21	HCA22	HCA23	HCA24	HCA25	HCA26	HCA27	HCA28	HCA29	HCA30	HCA31	HCA32	HCA33	HCA34	HCA35	HCA36	HCA37	HCA38	HCA39	HCA40	HCA41	HCA42	HCA43	HCA44	HCA45	HCA46	HCA47	HCA48	HCA49	HCA50	HCA51	HCA52	HCA53	HCA54	HCA55	HCA56	HCA57	HCA58	HCA59	HCA60	HCA61	HCA62	HCA63	HCA64	HCA65	HCA66	HCA67	HCA68	HCA69	HCA70	HCA71	HCA72	HCA73	HCA74	HCA75	HCA76	HCA77	HCA78	HCA79	HCA80	HCA81	HCA82	HCA83	HCA84	HCA85	HCA86	HCA87	HCA88	HCA89	HCA90	HCA91	HCA92	HCA93	HCA94	HCA95	HCA96	HCA97	HCA98	HCA99	HCA100	HCA101	HCA102	HCA103	HCA104	HCA105	HCA106	HCA107	HCA108	HCA109	HCA110	HCA111	HCA112	HCA113	HCA114	HCA115	HCA116	HCA117	HCA118	HCA119	HCA120	HCA121	HCA122	HCA123	HCA124	HCA125	HCA126	HCA127	HCA128	HCA129	HCA130	HCA131	HCA132	HCA133	HCA134	HCA135	HCA136	HCA137	HCA138	HCA139	HCA140	HCA141	HCA142	HCA143	HCA144	HCA145	HCA146	HCA147	HCA148	HCA149	HCA150	HCA151	HCA152	HCA153	HCA154	HCA155	HCA156	HCA157	HCA158	HCA159	HCA160	HCA161	HCA162	HCA163	HCA164	HCA165	HCA166	HCA167	HCA168	HCA169	HCA170	HCA171	HCA172	HCA173	HCA174	HCA175	HCA176	HCA177	HCA178	HCA179	HCA180	HCA181	HCA182	HCA183	HCA184	HCA185	HCA186	HCA187	HCA188	HCA189	HCA190	HCA191	HCA192	HCA193	HCA194	HCA195	HCA196	HCA197	HCA198	HCA199	HCA200	HCA201	HCA202	HCA203	HCA204	HCA205	HCA206	HCA207	HCA208	HCA209	HCA210	HCA211	HCA212	HCA213	HCA214	HCA215	HCA216	HCA217	HCA218	HCA219	HCA220	HCA221	HCA222	HCA223	HCA224	HCA225	HCA226	HCA227	HCA228	HCA229	HCA230	HCA231	HCA232	HCA233	HCA234	HCA235	HCA236	HCA237
Nubsella	0	0	0	0	0	0	0.018855473	0.00953607	0.05627462	0.077331546	0.164522884	0.034050925	0.057986294	0.198104294	0.03181876	0.011763668	0.060957025	0.085444004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kocuria	0	0.023430178	0.023752969	0	0.044762757	0.05192108	0.047138682	0.119200877	0.075032827	0.159818529	0.014956626	0.026484053	0.010542963	0.182865502	0.050910017	0.052936506	0.237055098	0.048825145	0.010786788	0.192154069	0	0.022176972	0.035666685	0.009453225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeromassilibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005364313	1.691039345	0.019567148	0.055319259	0.1808594	0.094352878	0.133915664	0.003772695	0.047684811	0.250236234	0.017987948	0.063273134	0.005807524	0.447917245	0.078593952	0.307914993	0.069567148	0.271926228	0.2261804	0.583036982	0.019341324	0.051235765	0.006881011	0.012656771	0.02924965	0.175776154	0.857639343	0.003231126	0.003161555	0.008938706	0.258444294	1.739468544	0.036552029	0.007864186	0.125499263	0.130506058	0.052996522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Faecalimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144301459	0.006033674	0.030763735	0.020063434	0.07907153	0.156454772	0.069120345	0.061353454	0.127599632	0.070978939	0.026346555	0.090316081	0.053325866	0.015385449	0.160789073	0.035340574	0.079981075	0.029364362	0.027655245	0.105159878	0.03777204	0.05385051	0.021403747	0.182446002	0.074633254	0.104069735	0.054481389	1.223886037	0.140463394	0.098183882	0.027833272	0.058245675	0.194789271	0.006206982	0.033767697	0.102720897	0.070980805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridia_vadinBB60_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.077686245	0	0.155135893	0	0	0	0	0	0.081047928	0	0	0	0	0	0	0	0	0	0	0	0.015476682	0	0	0.224405212	0	0	0	0.021084147	0	0	0	0	0	0	0	0	0	0.071188854	0.010497035	0	0	0	0	0	0.021346995	0	0	0	0	0.171037628	0	0.028071864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.156886024	0	0	0	0	0	0	0	0.034145717	0	0	0	0.045103456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035893754	0	0	0	0	0.008298411	0.152078405	0	1.370049449	0	0.024341265	0	0	0.069076162	0.101046554	0.113209489	0.076219512	0.296230934	0.351448337	0.046045816	0.664559527	0.092617815	0.258867977	0.746933461	0.358583595	0.656224366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137407773	0	0.009002791	0	0	0	0	0.021096156	0	0.26091733	0	0	0	0	0.19264111	0	0	0	0.132463327	0	0	0	4.983473768	0	0.015760855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014945821	0	0	0.077608369
Sellimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026161679	0	0	0	0	0	0	0	0	0.110836923	0	0.084934706	0	0	0.083895817	0	0	0	0	0.122777369	0	0	0	0	0	0	0	0	0	0	0.026207324	0	0	0	0	0	0.592607473	0	0.10673986	0	0	0	0	0	0	0	0	0	0	0	0.032420916	0.144619558	0.045913616	0.11726466	0.064508417	0.128829648	0.038851185	0.172320305	0.264182976	0.188488545	0.103731766	0.013300351	0.048881466	0.111031982	0.042912024	0.101211825	0.307809262	0.084712276	0.145423507	0.035100888	0.102994018	0.043272115	0.077780393	0.016770303	0.007641189	0.065331536	0.070806681	0.037271564	0.035994747	0.089923671	0.133016459	0.056192693	0.251054896	0.036035757	0.003163753	0.112345101	0.068957717	0.047364811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056713777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050422287	0	0	0	0	0	0	0	0	0	0	0.057460257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050472276	0	0	0	0	0	0	0	0	0.088571344	0	0	0	0	0.020568091	0	0	0	0.026192251	0	0	0	0.085295121	0	0	0	0	0	0
Enterococcus	0.307337687	0.11715089	0.023752969	0.143575018	0.044762757	0.1298027	0.056566418	0.205025509	0.062527356	0.262927257	0.628178283	0.366993303	3.247232472	0.73146201	0.092274405	0.144104932	0.748416811	0.39060116	0.120812029	0.159768552	0	0.046370033	0.045052655	0	0.076067781	0	0	0.162958456	0	0	0	0	0	0	0	0	0	0.015989767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.355633383	0.091983627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05535566	0.059265113	0	0	0.006390906	0.029375099	0.010966204	0.018246666	0.019728985	0.002650081	0.019302437	0.003088894	0.005401678	0.003909489	0.03126006	0.005857074	0.00944953	0.005619034	0.007960481	0.030688412	0.006237784	0.001660485	0.040900386	0.012048912	0.002986796	0.122694432	0.00152143	0.004678966	0.055206657	0.008288499	0.0126861	0.025396653	0.012555892	0.004682179	0.059454815	0.005476423	0.028911209	0.15213133	0.036093738	0.02262105	0.003692489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.569977427	0	0.104920205	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007217611	0	0	0	0	0.011511454	0	0	0	0	0	0.007812195	0	0	0	0	0	0	0.036717063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176129015	0	0	0	0	0.030921459	0	0	0	0	0	0	0	0	0	0	0	0.163135685	0	0	0	0	0	0	0	0	0	0	0	0	0.075991528
Eggerthella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033987732	0	0	0.14992178	0.107035685	0.883459781	0	0	0	0	0	0.009467605	0	0.267257527	0.039733991	0	0	0	0	0.112496663	0	0.084718312	0	0	0.030333232	0	0	0	0	0	0	0.011003925	0.007311973	0.024360536	0	0	0.110380352	0	0	0	0	0.170751306	0	0	0	0.175233645	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013165	0	5.00015E-05	0.001401629	0	3.00093E-05	0.00034751	0.000338862	0	0	0	0.000315892	0.005920934	2.64313E-05	0.000218485	0.002279278	0.000546722	0	0.002283765	3.45779E-05	0	8.23161E-05	0	0.000393367	0	0	0	0	0	0.000103254	0	0.000267361	5.61316E-05	0	0	0	0	0	0	0.014387454	0.021894614	0	0	0.0555607	0	0	0.023159636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056433409	0	0.138052902	0.125304718	0.088473492	0.33015873	0	0	0	0	0.01814635	0	0	0	0.019208195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041113219	0	0	0.035198874	0.368492701	0.083237658	0	0	0	0	0.058801392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024768143	0	0	0	0	0	0	0.011037934	0	0	0	0	0.239827324	0	0.03269541	0.026467121	0	0.150084831	0.007401158	0.107226286	0.884492173	0	0.009429514	0	0	0	0	0	0.084821874	0.024274523	0.033953661
Kosakonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.088110293	0.089214909	0	0	0	0.045433894	0	0.135683857	0.004423092	0.063216941	0.022564781	0.07511951	0.002050063	0.0504987	0.004055647	0.001950606	0.00069502	0.012453195	0.044011728	0.70645083	0.415540909	0.123545396	0.065606062	0.003224617	0.024499433	4.47065277	0.008411108	0.050192739	0.00658651	0.010304227	0.035613998	0.01536567	0.508951988	0.010965117	0.214417544	0.069689716	0.000496595	0.038987627	0.002425273	0.195047407	0.01379999	0.012191663	0.002525924	0.027600695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Herbaspirillum	0	0	0	0	0	0	0.004713868	0.042912316	0.050021885	0.036088055	0.007478313	0	0	0.057907409	0.019091256	0.014704585	0.020319008	0	0.010786788	0.196472138	0	0.116933126	0.020649134	0.028359676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coprobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008658159	0	0	0	0	0.047065025	0	0	0	0	0	0.068827636	0	0	0	0	0	0	0	0.012897235	0	0	0	0	0	0	0.025300976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003383421	0.001634621	0.032514641	0.071722828	0.029064466	0.003150096	0.02298672	0.087974534	0.000600186	0.000752939	0.003699248	0.001623246	0.000861285	0.001772671	0.001074033	0.025798355	0.017735394	0.124842236	0.000886386	0.007317664	0.051504016	0.008042824	0.008644486	0.009896517	0.001426812	0.080431155	0.036583171	0.000193868	0.000587146	0.014685017	0.058928666	0.002738212	0.003149257	0.001024453	0.306449202	0.00067358	0.021570514	0.271916467	0	0.186567164	0	0.111205253	0	0.014596409	0	0.047773236	0	0	0.103972858	0	0	0.05637932	0.103416894	0.195384052	0	0.080064051	0	0	0	0.075840167	0	0	0.094349513	0	0	0	0	0	0	0.081781009	0.143575018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.850879496	0	0	0	0	0.012958963	0	0	0	0	0	0	0	0	0	0	0.033401148	0	0	0	0	0	0.025315388	0	0	0	0	0	0	0.068800396	0	0	0.113420675	0	0	0.285502327	0	0.135003026	0	0	0	0	0.170492137	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012454851	0	0	0
Oribacterium	1.421436804	0.84348641	1.116389549	1.435750179	1.342882722	1.453790239	0.212124069	0.038144281	0	0.046398928	0.078522285	0	0.295202952	0.0365731	0.060455645	0.073522924	0.016932507	0.048825145	0.023730934	0.002159034	0	0.002016088	0.016894746	0.001890645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018059371	0.006947139	0.090079533	0.121249494	0.029375649	0.032100979	0.092267251	0.067177552	0.055427216	0.085168935	0.022280205	0.090449957	0.07857383	0.017526033	0.163474156	0.029525371	0.06591963	0.05109632	0.052626007	0.200899316	0.143074804	0.081354981	0.018914135	0.063182868	0.082288651	0.028764362	0.019520859	0.000904715	0.052165666	0.03696084	0.032621226	0.061492411	0.14538208	0.002500872	0.442696379	0.274231116	0.043486369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phocea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.058643089	0	0	0	0	0.014709127	0	0	0	0.013347062	0	0	0	0	0.098221895	0.037506467	0	0	0	0.042104278	0	0	0.014623945	0	0	0	0	0	0	0	0	0	0	0.060994206	0	0	0	0	0	0	0	0	0	0	0	0	0.059831607	0.092957044	0.094349287	0.169117372	0.37214342	0.014900454	0.432022183	0.057863711	0.180806158	0.203756758	0.02335327	0.02280912	0.032704234	0.054618344	0.709746345	0.207867071	0.106835263	0.01176905	0.364076748	0.221611669	0.02895735	0.147749648	0.013813888	0.006564017	0.156318254	0.155791057	0.415051811	0.002455656	0.008491035	0.024262202	0.375354559	0.186511334	0.028911209	0.005634494	0.094137816	0.051023659	0.180746032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068150841	0	0	0	0	0	0	0.04103703	0	0.009073175	0	0	0	0.008536976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042671218	0	0	0	0	0	0.021630976	0	0	0	0.020232448	0	0	0	0	0	0	0	0	0	0	0	0.014802315	0	0	0.058478217	0	0.014808233	0	0	0	0	0	0	0
Faecalibacillus	0.268920476	0.328022493	1.947743468	0.071787509	0.895255148	0.636033229	0.004713868	0.095360702	0.018758207	0.051554364	0.179479509	0.071885286	0.126515551	0	0.012727504	0.055877423	0.037251515	0	0	0	0.022521959	0	0	0.005671935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.079018785	0.045456884	0.012578881	0.004607744	0.048762333	0.082052503	0.085579478	0.012756425	0.07202237	0.058526493	0.019117489	0.064059655	0.094027749	0.014147924	0.111099248	0.031613558	0.017603237	0.008797656	0.025046738	0.030469239	0.158992241	0.067288314	0.036548886	0.007775835	0.095267154	0.017476736	0.230414973	0.010210359	0.024795628	1.286251419	0.122697902	0.431150992	0.003923664	0.007412222	0.080849973	0.429631555	0.089496382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium	0.115251633	0.046860356	0.023752969	0.287150036	0.089525515	0.07788162	0.084849628	0.438659229	0.162571125	0.07217611	0.119653006	0.098369339	0.152872957	0.11276706	0.035000636	0.052936506	0.118527549	0.018309429	0.025888292	0	0.015014639	0.004032177	0.007508776	0.060500643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029491164	0	0	0	0	0	0	0.009309253	0	0	0	0	0	0.046312973	0	0	0.059191299	0.011511454	0	0	0	0	0.024901639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008961376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cutibacterium	0.192086055	0.023430178	0.047505938	0.071787509	0.067144136	0.09086189	0.070708023	0.147809088	0.012505471	0.020621746	0.044869877	0.011350308	0.015814444	0.124958093	0.012727504	0.02940917	0.044024518	0.073237717	0.008629431	0.032385517	0.062560997	0	0.01877194	0.011343871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae_FCS020_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.244387978	0.159310118	0	0.102120633	0	0	0	0.208067338	0.201524577	0	0	0.091520182	0	0.07766458	0.290685516	0	0	0	0.076369728	0	0.049009492	0	0	0	0	0.111226073	0.23174971	0	0	0	0	0.097201335	0	0	0.100728525	0	0.018396725	0	0	0.102367242	0	0.030132583	0.038037277	0	0	0	0.053250714	0	0	0.082927335	0	0	0	0	0	0.092631189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.076136611	0	0.334972863	0.027497889	0	0.082727861	0	0	0	0	0.068291434	0	0	0.312930279	0.022551728	0	0	0	0	0.27173913	0	0	0.194340428	0.136486164	0	0	0	0	0	0	0.09118215	0	0	0	0.027339211	0	0	0.007680688	0	0	0	0	0	0.042597213	0.020238306	0.017073952	0.033423949	0	0	0.050813008	0	0	0	0	0	0	0	0	0	0	0	0	0.114682187	0	0.09049292	0	0.105596621	0	0.022962113	0	0.19513315	0.079708146	0.068994973	0.028224668	0.063289398	0.083639514	0.094130507	0.111034421	0.043438914	0	0.231702331	0.100763931	0	0	0.098416186	0	0	0	0	0	0	0	0	0.139822401	0	0	0.097501748	0.067501513	0	0	0	0.199856104	0	0	0	0	0.102231696	0	0	0	0	0.091151972	0	0	0	0.076715583	0.047328434	0	0	0.244142993
Prevotellaceae_UCG-001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.087701197	0	0	0.689244579	0	0	0	0.162347931	0	0	0	0	0	0	0	0	0	0	0	0	0.202243945	0	0	0.279556775	0	0	0.203320908	0	0.369076325	0	0	0	0.092259434	0.24199921	0	0.351998518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.175380386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064958499	0	0.114329268	0.126055717	0.207169546	0.115114539	0.684820488	0.375919368	0.195900091	0.404303433	0.473131132	0.95308777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154859867	0	0	0	0	0	0.162440403	0	0	0	0	0	0	0.077056444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.084692988	0	0	0
Faecalitalea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033987732	0	0	0	0	0	0	0.042559228	0	0	0.07217611	0	0	0	0	0.024515212	0	0	0	0.051481524	0	0.094685172	0	0	0.008666638	0.04009312	0.092018267	0	0	0.046782531	0	0.036679749	0.007311973	0	0	0	0	0	0	0	0	0.532342306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010947307	0	0	0	0	0	0.062861869	0	0	0	0	0	0	0	0	0	0.146940323	0	0	0	0	0	0	0	0	0	0	0.046937987	0.027339211	0.022685511	0	0	0	0	0.224832037	0.14970739	0	0	0	0	0	0	0	0	0	0	0	0.032417538	0	0	0	0	0.023436585	0	0	0.022345655	0	0	0	0	0	0	0	0	0	0.012262792	0	0	0	0	0	0	0	0	0.091999455	0	0	0	0	0.047412465	0	0	0	0	0.08776479	0	0	0	0	0	0.036793112	0	0	0	0	0	0	0	0.240610187	0.032908945	0	0.007401158	0	0	0.07197319	0	0.024680389	0	0	0	0	0.094800918	0	0.033953661
