name	group
Sample64	PCOS-E
Sample640	PCOS-E
Sample641	PCOS-E
Sample642	HC-E
Sample643	HC-E
Sample644	HC-E
Sample645	HC-E
Sample646	PCOS-E
Sample647	HC-E
Sample648	PCOS-E
Sample649	HC-E
Sample65	HC-E
Sample650	HC-E
Sample651	HC-E
Sample652	PCOS-E
Sample653	HC-E
Sample654	HC-E
Sample655	HC-E
Sample656	HC-E
Sample657	HC-E
Sample658	HC-E
Sample659	PCOS-E
Sample66	PCOS-E
Sample660	HC-E
Sample661	HC-E
Sample662	HC-E
Sample663	HC-E
Sample664	HC-E
Sample665	HC-E
Sample666	HC-E
Sample667	HC-E
Sample668	HC-E
Sample669	HC-E
Sample67	HC-E
Sample670	HC-E
Sample671	HC-E
Sample672	HC-E
Sample673	HC-E
Sample674	HC-E
Sample675	HC-E
Sample676	HC-E
Sample677	HC-E
Sample678	HC-E
Sample679	HC-E
Sample68	HC-E
Sample680	HC-E
Sample681	PCOS-E
Sample682	HC-E
Sample683	HC-E
Sample684	HC-E
Sample685	HC-E
Sample686	HC-E
Sample687	HC-E
Sample688	HC-E
Sample689	HC-E
Sample69	HC-E
Sample690	HC-E
Sample691	PCOS-E
Sample692	HC-E
Sample693	HC-E
Sample694	HC-E
Sample695	HC-E
Sample696	HC-E
Sample697	HC-E
Sample698	HC-E
Sample699	HC-E
Sample7	HC-E
Sample70	HC-E
Sample700	PCOS-E
Sample701	HC-E
Sample702	PCOS-E
Sample703	HC-E
Sample704	HC-E
Sample705	HC-E
Sample706	PCOS-E
Sample707	PCOS-E
Sample708	HC-E
Sample709	HC-E
Sample71	HC-E
Sample710	HC-E
Sample711	PCOS-E
Sample712	HC-E
Sample713	HC-E
Sample714	HC-E
Sample715	HC-E
Sample716	HC-E
Sample717	HC-E
Sample718	HC-E
Sample719	HC-E
Sample72	HC-E
Sample720	HC-E
Sample721	HC-E
Sample722	HC-E
Sample723	HC-E
Sample724	PCOS-E
Sample725	PCOS-E
Sample726	HC-E
Sample727	HC-E
Sample728	HC-E
Sample729	HC-E
Sample73	PCOS-E
Sample730	PCOS-E
Sample731	HC-E
Sample732	HC-E
Sample733	HC-E
Sample734	HC-E
Sample735	HC-E
Sample736	HC-E
Sample737	HC-E
Sample738	HC-E
Sample739	HC-E
Sample74	HC-E
Sample740	PCOS-E
Sample741	HC-E
Sample742	PCOS-E
Sample743	PCOS-E
Sample744	PCOS-E
Sample745	HC-E
Sample746	HC-E
Sample747	PCOS-E
Sample748	PCOS-E
Sample749	HC-E
Sample75	HC-E
Sample750	HC-E
Sample751	PCOS-E
Sample752	HC-E
Sample753	HC-A
Sample754	PCOS-A
Sample755	PCOS-A
Sample756	PCOS-A
Sample757	PCOS-A
Sample758	PCOS-A
Sample759	PCOS-A
Sample76	PCOS-E
Sample760	PCOS-A
Sample761	PCOS-A
Sample762	HC-A
Sample763	PCOS-A
Sample764	PCOS-A
Sample765	PCOS-A
Sample766	PCOS-A
Sample767	PCOS-A
Sample768	PCOS-A
Sample769	PCOS-A
Sample77	HC-E
Sample770	PCOS-A
Sample771	PCOS-A
Sample772	PCOS-A
Sample773	HC-A
Sample774	PCOS-A
Sample775	PCOS-A
Sample776	PCOS-A
Sample777	PCOS-A
Sample778	PCOS-A
Sample779	PCOS-A
Sample78	HC-E
Sample780	PCOS-A
Sample781	PCOS-A
Sample782	PCOS-A
Sample783	PCOS-A
Sample784	HC-A
Sample785	PCOS-A
Sample786	PCOS-A
Sample787	PCOS-A
Sample788	PCOS-A
Sample789	PCOS-A
Sample79	PCOS-E
Sample790	PCOS-A
Sample791	PCOS-A
Sample792	PCOS-A
Sample793	PCOS-A
Sample794	PCOS-A
Sample795	HC-A
Sample796	PCOS-A
Sample797	PCOS-A
Sample798	PCOS-A
Sample799	PCOS-A
Sample8	HC-E
Sample80	HC-E
Sample800	PCOS-A
Sample801	PCOS-A
Sample802	PCOS-A
Sample803	PCOS-A
Sample804	PCOS-A
Sample805	HC-A
Sample806	HC-A
Sample807	HC-A
Sample808	HC-A
Sample809	HC-A
Sample81	HC-E
Sample810	HC-A
Sample811	HC-A
Sample812	HC-A
Sample813	HC-A
Sample814	HC-A
Sample815	HC-A
Sample816	HC-A
Sample817	HC-A
Sample818	HC-A
Sample819	HC-A
Sample82	HC-E
Sample820	HC-A
Sample821	HC-A
Sample822	HC-A
Sample823	HC-A
Sample824	HC-A
Sample825	HC-A
Sample826	HC-A
Sample827	HC-A
Sample828	HC-A
Sample829	HC-A
Sample83	PCOS-E
Sample830	HC-A
Sample831	HC-A
Sample832	HC-A
Sample833	HC-A
Sample834	HC-A
Sample835	HC-A
Sample836	HC-A
Sample837	HC-A
Sample838	HC-A
Sample839	HC-A
Sample84	PCOS-E
Sample840	HC-A
Sample841	PCOS-A
Sample842	PCOS-A
Sample843	PCOS-A
Sample844	PCOS-A
Sample845	PCOS-A
Sample846	HC-A
Sample847	HC-A
Sample848	HC-A
Sample849	HC-A
Sample85	HC-E
Sample850	HC-A
Sample851	HC-A
Sample852	HC-A
Sample853	HC-A
Sample854	PCOS-A
Sample855	HC-A
Sample856	HC-A
Sample857	HC-A
Sample858	HC-A
Sample859	HC-A
Sample86	PCOS-E
Sample860	HC-A
Sample861	HC-A
Sample862	HC-A
Sample863	HC-A
Sample864	HC-A
Sample865	PCOS-A
Sample866	HC-A
Sample867	HC-A
Sample868	HC-A
Sample869	HC-A
Sample87	HC-E
Sample870	HC-A
Sample871	HC-A
Sample872	PCOS-A
Sample873	PCOS-A
Sample874	PCOS-A
Sample875	PCOS-A
Sample876	PCOS-A
Sample877	PCOS-A
Sample878	PCOS-A
Sample879	PCOS-A
Sample88	PCOS-E
Sample880	PCOS-A
Sample881	PCOS-A
Sample882	PCOS-A
Sample883	PCOS-A
Sample884	PCOS-A
Sample885	PCOS-A
Sample886	PCOS-A
Sample887	PCOS-A
Sample888	PCOS-A
Sample889	PCOS-A
Sample89	HC-E
Sample890	PCOS-A
Sample891	PCOS-A
Sample892	PCOS-A
Sample893	PCOS-A
Sample894	PCOS-A
Sample895	PCOS-A
Sample896	PCOS-A
Sample897	PCOS-A
Sample898	PCOS-A
Sample899	HC-A
Sample9	HC-E
Sample90	HC-E
Sample900	PCOS-A
Sample901	PCOS-A
Sample902	PCOS-A
Sample903	PCOS-A
Sample904	PCOS-A
Sample905	PCOS-A
Sample906	PCOS-A
Sample907	PCOS-A
Sample908	PCOS-A
Sample909	PCOS-A
Sample91	HC-E
Sample910	HC-A
Sample911	PCOS-A
Sample912	PCOS-A
Sample913	PCOS-A
Sample914	PCOS-A
Sample915	PCOS-A
Sample916	PCOS-A
Sample917	PCOS-A
Sample918	PCOS-A
Sample919	PCOS-A
Sample92	HC-E
Sample920	PCOS-A
Sample921	HC-A
Sample922	PCOS-A
Sample923	PCOS-A
Sample924	PCOS-A
Sample925	PCOS-A
Sample926	PCOS-A
Sample927	PCOS-A
Sample928	PCOS-A
Sample929	PCOS-A
Sample93	PCOS-E
Sample930	PCOS-A
Sample931	PCOS-A
Sample932	HC-A
Sample933	PCOS-A
Sample934	PCOS-A
Sample935	PCOS-A
Sample936	PCOS-A
Sample937	PCOS-A
Sample938	PCOS-A
Sample939	PCOS-A
Sample94	PCOS-E
Sample940	PCOS-A
Sample941	PCOS-A
Sample942	PCOS-A
Sample943	HC-A
Sample944	PCOS-A
Sample945	PCOS-A
Sample946	PCOS-A
Sample947	PCOS-A
Sample948	PCOS-A
Sample949	PCOS-A
Sample95	PCOS-E
Sample950	PCOS-A
Sample951	PCOS-A
Sample952	PCOS-A
Sample953	PCOS-A
Sample954	HC-A
Sample955	PCOS-A
Sample956	PCOS-A
Sample957	HC-A
Sample958	HC-A
Sample959	HC-A
Sample96	HC-E
Sample960	HC-A
Sample961	HC-A
Sample962	HC-A
Sample963	HC-A
Sample964	HC-A
Sample965	HC-A
Sample966	HC-A
Sample967	HC-A
Sample968	HC-A
Sample969	HC-A
Sample97	HC-E
Sample970	HC-A
Sample971	HC-A
Sample972	HC-A
Sample973	HC-A
Sample974	HC-A
Sample975	HC-A
Sample976	HC-A
Sample977	HC-A
Sample978	HC-A
Sample979	HC-A
Sample98	PCOS-E
Sample980	HC-A
Sample981	PCOS-A
Sample982	PCOS-A
Sample983	PCOS-A
Sample984	PCOS-A
Sample985	PCOS-A
Sample986	PCOS-A
Sample987	HC-A
Sample988	PCOS-A
Sample989	PCOS-A
Sample99	HC-E
Sample990	PCOS-A
Sample991	PCOS-A
Sample992	PCOS-A
Sample993	PCOS-A
Sample994	PCOS-A
Sample995	PCOS-A
Sample996	PCOS-A
Sample997	PCOS-A
Sample998	HC-A
Sample999	PCOS-A
